3698.977: [GC 3698.977: [ParNew: 428076K->35233K(440896K), 0.0686450 secs] 5257495K->4875960K(8339648K), 0.0689170 secs] [Times: user=0.91 sys=0.03, real=0.07 secs] 
3700.468: [GC 3700.468: [ParNew: 427169K->24049K(440896K), 0.0385860 secs] 5267896K->4868944K(8339648K), 0.0387960 secs] [Times: user=0.59 sys=0.00, real=0.03 secs] 
3700.709: [CMS-concurrent-sweep: 5.610/5.784 secs] [Times: user=29.30 sys=0.03, real=5.79 secs] 
3700.709: [CMS-concurrent-reset-start]
3700.754: [CMS-concurrent-reset: 0.045/0.045 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
3702.755: [GC [1 CMS-initial-mark: 4844511K(7898752K)] 5035830K(8339648K), 0.7412860 secs] [Times: user=0.74 sys=0.01, real=0.74 secs] 
3703.497: [CMS-concurrent-mark-start]
3705.355: [GC 3705.355: [ParNew: 415985K->30595K(440896K), 0.0345740 secs] 5260497K->4880339K(8339648K), 0.0348160 secs] [Times: user=0.69 sys=0.00, real=0.04 secs] 
3706.687: [GC 3706.688: [ParNew: 422531K->29478K(440896K), 0.0282530 secs] 5272275K->4882525K(8339648K), 0.0284800 secs] [Times: user=0.59 sys=0.01, real=0.02 secs] 
3706.750: [CMS-concurrent-mark: 3.186/3.253 secs] [Times: user=33.54 sys=0.15, real=3.26 secs] 
3706.750: [CMS-concurrent-preclean-start]
3706.892: [CMS-concurrent-preclean: 0.137/0.142 secs] [Times: user=0.95 sys=0.00, real=0.14 secs] 
3706.892: [CMS-concurrent-abortable-preclean-start]
3709.692: [CMS-concurrent-abortable-preclean: 1.795/2.800 secs] [Times: user=4.92 sys=0.02, real=2.80 secs] 
3709.693: [GC[YG occupancy: 233121 K (440896 K)]3709.693: [Rescan (parallel) , 0.1385660 secs]3709.832: [weak refs processing, 0.0012950 secs]3709.833: [class unloading, 0.0260270 secs]3709.859: [scrub symbol & string tables, 0.0248100 secs] [1 CMS-remark: 4853047K(7898752K)] 5086168K(8339648K), 0.2047300 secs] [Times: user=3.11 sys=0.00, real=0.21 secs] 
3709.898: [CMS-concurrent-sweep-start]
3710.719: [GC 3710.719: [ParNew: 421414K->32317K(440896K), 0.0395520 secs] 5274087K->4890410K(8339648K), 0.0398120 secs] [Times: user=0.52 sys=0.00, real=0.04 secs] 
3712.102: [GC 3712.102: [ParNew: 424253K->33057K(440896K), 0.0331170 secs] 5282020K->4893356K(8339648K), 0.0333420 secs] [Times: user=0.57 sys=0.00, real=0.03 secs] 
3715.543: [GC 3715.543: [ParNew: 424993K->32696K(440896K), 0.0504410 secs] 5284865K->4900190K(8339648K), 0.0506790 secs] [Times: user=0.65 sys=0.00, real=0.05 secs] 
3715.733: [CMS-concurrent-sweep: 5.706/5.835 secs] [Times: user=29.11 sys=0.05, real=5.83 secs] 
3715.733: [CMS-concurrent-reset-start]
3715.777: [CMS-concurrent-reset: 0.044/0.044 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
3717.778: [GC [1 CMS-initial-mark: 4867284K(7898752K)] 4921155K(8339648K), 0.1310490 secs] [Times: user=0.13 sys=0.00, real=0.13 secs] 
3717.909: [CMS-concurrent-mark-start]
3720.739: [GC 3720.739: [ParNew: 424632K->32431K(440896K), 0.0395090 secs] 5291917K->4902628K(8339648K), 0.0397500 secs] [Times: user=0.71 sys=0.00, real=0.04 secs] 
3721.074: [CMS-concurrent-mark: 3.122/3.164 secs] [Times: user=28.36 sys=0.10, real=3.16 secs] 
3721.074: [CMS-concurrent-preclean-start]
3721.212: [CMS-concurrent-preclean: 0.133/0.138 secs] [Times: user=1.11 sys=0.00, real=0.14 secs] 
3721.212: [CMS-concurrent-abortable-preclean-start]
3722.122: [GC 3722.123: [ParNew: 424367K->30558K(440896K), 0.0513700 secs] 5294564K->4908584K(8339648K), 0.0720750 secs] [Times: user=0.71 sys=0.01, real=0.07 secs] 
3724.920: [CMS-concurrent-abortable-preclean: 2.817/3.708 secs] [Times: user=13.93 sys=0.02, real=3.71 secs] 
3724.922: [GC[YG occupancy: 241205 K (440896 K)]3724.922: [Rescan (parallel) , 0.1047550 secs]3725.027: [weak refs processing, 0.0014480 secs]3725.029: [class unloading, 0.0259700 secs]3725.055: [scrub symbol & string tables, 0.0248110 secs] [1 CMS-remark: 4878026K(7898752K)] 5119231K(8339648K), 0.1707580 secs] [Times: user=2.29 sys=0.00, real=0.17 secs] 
3725.094: [CMS-concurrent-sweep-start]
3725.828: [GC 3725.828: [ParNew: 422494K->31079K(440896K), 0.0321610 secs] 5300149K->4911296K(8339648K), 0.0323940 secs] [Times: user=0.50 sys=0.01, real=0.03 secs] 
3727.173: [GC 3727.173: [ParNew: 423015K->32788K(440896K), 0.0390020 secs] 5303029K->4918268K(8339648K), 0.0597260 secs] [Times: user=0.54 sys=0.01, real=0.06 secs] 
3730.610: [GC 3730.610: [ParNew: 424724K->31825K(440896K), 0.0725910 secs] 5310204K->4926593K(8339648K), 0.0728090 secs] [Times: user=1.07 sys=0.04, real=0.07 secs] 
3730.913: [CMS-concurrent-sweep: 5.649/5.819 secs] [Times: user=30.81 sys=0.08, real=5.82 secs] 
3730.913: [CMS-concurrent-reset-start]
3730.957: [CMS-concurrent-reset: 0.045/0.045 secs] [Times: user=0.28 sys=0.00, real=0.05 secs] 
3732.959: [GC [1 CMS-initial-mark: 4894374K(7898752K)] 5195394K(8339648K), 0.9858950 secs] [Times: user=0.98 sys=0.01, real=0.98 secs] 
3733.945: [CMS-concurrent-mark-start]
3734.473: [GC 3734.473: [ParNew: 423761K->28780K(440896K), 0.0329200 secs] 5318135K->4923666K(8339648K), 0.0331540 secs] [Times: user=0.69 sys=0.00, real=0.03 secs] 
3735.958: [GC 3735.958: [ParNew: 420716K->29286K(440896K), 0.0466850 secs] 5315602K->4931949K(8339648K), 0.0469160 secs] [Times: user=0.54 sys=0.01, real=0.04 secs] 
3737.010: [CMS-concurrent-mark: 2.980/3.065 secs] [Times: user=34.59 sys=0.11, real=3.07 secs] 
3737.010: [CMS-concurrent-preclean-start]
3737.154: [CMS-concurrent-preclean: 0.138/0.144 secs] [Times: user=0.14 sys=0.00, real=0.14 secs] 
3737.154: [CMS-concurrent-abortable-preclean-start]
3739.668: [GC 3739.668: [ParNew: 421222K->33773K(440896K), 0.0287310 secs] 5323885K->4939299K(8339648K), 0.0289570 secs] [Times: user=0.50 sys=0.00, real=0.02 secs] 
3740.245: [CMS-concurrent-abortable-preclean: 2.351/3.091 secs] [Times: user=10.68 sys=0.05, real=3.09 secs] 
3740.247: [GC[YG occupancy: 232896 K (440896 K)]3740.247: [Rescan (parallel) , 0.0690050 secs]3740.316: [weak refs processing, 0.0013890 secs]3740.317: [class unloading, 0.0198400 secs]3740.337: [scrub symbol & string tables, 0.0197990 secs] [1 CMS-remark: 4905525K(7898752K)] 5138422K(8339648K), 0.1194000 secs] [Times: user=1.53 sys=0.00, real=0.12 secs] 
3740.367: [CMS-concurrent-sweep-start]
3740.902: [GC 3740.902: [ParNew: 425709K->30846K(440896K), 0.0426120 secs] 5330884K->4941275K(8339648K), 0.0428480 secs] [Times: user=0.68 sys=0.00, real=0.04 secs] 
3744.750: [GC 3744.750: [ParNew: 422782K->31876K(440896K), 0.0503300 secs] 5332703K->4948424K(8339648K), 0.0505840 secs] [Times: user=0.70 sys=0.04, real=0.05 secs] 
3746.401: [CMS-concurrent-sweep: 5.937/6.034 secs] [Times: user=18.57 sys=0.09, real=6.04 secs] 
3746.401: [CMS-concurrent-reset-start]
3746.444: [CMS-concurrent-reset: 0.044/0.044 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
3748.446: [GC [1 CMS-initial-mark: 4916258K(7898752K)] 4998146K(8339648K), 0.2418170 secs] [Times: user=0.25 sys=0.00, real=0.25 secs] 
3748.688: [CMS-concurrent-mark-start]
3750.142: [GC 3750.142: [ParNew: 423812K->35671K(440896K), 0.0399540 secs] 5340071K->4955709K(8339648K), 0.0593170 secs] [Times: user=0.70 sys=0.00, real=0.06 secs] 
3751.529: [GC 3751.529: [ParNew: 427607K->36181K(440896K), 0.0376290 secs] 5347645K->4961142K(8339648K), 0.0378520 secs] [Times: user=0.53 sys=0.02, real=0.03 secs] 
3752.137: [CMS-concurrent-mark: 3.349/3.450 secs] [Times: user=37.98 sys=0.15, real=3.45 secs] 
3752.138: [CMS-concurrent-preclean-start]
3752.298: [CMS-concurrent-preclean: 0.154/0.160 secs] [Times: user=0.16 sys=0.00, real=0.16 secs] 
3752.298: [CMS-concurrent-abortable-preclean-start]
3755.132: [GC 3755.133: [ParNew: 428117K->36930K(440896K), 0.0329500 secs] 5353078K->4964764K(8339648K), 0.0331710 secs] [Times: user=0.52 sys=0.00, real=0.04 secs] 
3755.889: [CMS-concurrent-abortable-preclean: 2.841/3.591 secs] [Times: user=14.76 sys=0.01, real=3.59 secs] 
3755.891: [GC[YG occupancy: 245905 K (440896 K)]3755.891: [Rescan (parallel) , 0.0639430 secs]3755.955: [weak refs processing, 0.0014480 secs]3755.956: [class unloading, 0.0196340 secs]3755.976: [scrub symbol & string tables, 0.0198100 secs] [1 CMS-remark: 4927833K(7898752K)] 5173738K(8339648K), 0.1141050 secs] [Times: user=1.39 sys=0.00, real=0.11 secs] 
3756.005: [CMS-concurrent-sweep-start]
3756.671: [GC 3756.671: [ParNew: 428866K->32402K(440896K), 0.0553200 secs] 5356321K->4967250K(8339648K), 0.0555410 secs] [Times: user=0.70 sys=0.03, real=0.05 secs] 
3760.106: [GC 3760.106: [ParNew: 424338K->30822K(440896K), 0.0472210 secs] 5359114K->4973816K(8339648K), 0.0474430 secs] [Times: user=0.73 sys=0.02, real=0.05 secs] 
3761.770: [CMS-concurrent-sweep: 5.658/5.765 secs] [Times: user=26.16 sys=0.08, real=5.77 secs] 
3761.770: [CMS-concurrent-reset-start]
3761.814: [CMS-concurrent-reset: 0.044/0.044 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
3763.815: [GC [1 CMS-initial-mark: 4942442K(7898752K)] 5249537K(8339648K), 1.0627460 secs] [Times: user=1.07 sys=0.00, real=1.07 secs] 
3764.878: [CMS-concurrent-mark-start]
3765.330: [GC 3765.330: [ParNew: 422758K->33255K(440896K), 0.0423080 secs] 5365201K->4978617K(8339648K), 0.0425380 secs] [Times: user=0.69 sys=0.00, real=0.04 secs] 
3766.739: [GC 3766.740: [ParNew: 425191K->34955K(440896K), 0.0338720 secs] 5370553K->4985511K(8339648K), 0.0340900 secs] [Times: user=0.38 sys=0.01, real=0.03 secs] 
3768.309: [CMS-concurrent-mark: 3.350/3.431 secs] [Times: user=36.83 sys=0.09, real=3.43 secs] 
3768.309: [CMS-concurrent-preclean-start]
3768.475: [CMS-concurrent-preclean: 0.159/0.166 secs] [Times: user=0.16 sys=0.00, real=0.16 secs] 
3768.475: [CMS-concurrent-abortable-preclean-start]
3770.386: [GC 3770.386: [ParNew: 426891K->37175K(440896K), 0.0414410 secs] 5377447K->4990556K(8339648K), 0.0417040 secs] [Times: user=0.90 sys=0.00, real=0.05 secs] 
3771.178: [CMS-concurrent-abortable-preclean: 2.045/2.703 secs] [Times: user=10.67 sys=0.01, real=2.71 secs] 
3771.180: [GC[YG occupancy: 236945 K (440896 K)]3771.180: [Rescan (parallel) , 0.0766840 secs]3771.257: [weak refs processing, 0.0014590 secs]3771.258: [class unloading, 0.0196190 secs]3771.278: [scrub symbol & string tables, 0.0198230 secs] [1 CMS-remark: 4953381K(7898752K)] 5190326K(8339648K), 0.1270100 secs] [Times: user=1.63 sys=0.00, real=0.12 secs] 
3771.307: [CMS-concurrent-sweep-start]
3771.915: [GC 3771.915: [ParNew: 429111K->36352K(440896K), 0.0433990 secs] 5382165K->4996805K(8339648K), 0.0436270 secs] [Times: user=0.72 sys=0.00, real=0.05 secs] 
3775.646: [GC 3775.646: [ParNew: 428288K->36235K(440896K), 0.0450490 secs] 5388266K->5003923K(8339648K), 0.0452930 secs] [Times: user=0.77 sys=0.01, real=0.05 secs] 
3776.854: [CMS-concurrent-sweep: 5.454/5.546 secs] [Times: user=25.86 sys=0.05, real=5.54 secs] 
3776.854: [CMS-concurrent-reset-start]
3776.898: [CMS-concurrent-reset: 0.044/0.044 secs] [Times: user=0.37 sys=0.00, real=0.05 secs] 
3776.906: [GC 3776.906: [ParNew: 428171K->26642K(440896K), 0.0436060 secs] 5395722K->4997083K(8339648K), 0.0438220 secs] [Times: user=0.91 sys=0.01, real=0.05 secs] 
3776.951: [GC [1 CMS-initial-mark: 4970441K(7898752K)] 4997096K(8339648K), 0.0435870 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
3776.995: [CMS-concurrent-mark-start]
3779.973: [CMS-concurrent-mark: 2.978/2.978 secs] [Times: user=20.85 sys=0.02, real=2.98 secs] 
3779.973: [CMS-concurrent-preclean-start]
3780.125: [CMS-concurrent-preclean: 0.150/0.151 secs] [Times: user=1.05 sys=0.00, real=0.15 secs] 
3780.125: [CMS-concurrent-abortable-preclean-start]
3780.782: [GC 3780.782: [ParNew: 418578K->31751K(440896K), 0.0466240 secs] 5389019K->5007978K(8339648K), 0.0468460 secs] [Times: user=0.83 sys=0.00, real=0.05 secs] 
3781.485: [CMS-concurrent-abortable-preclean: 1.307/1.360 secs] [Times: user=10.16 sys=0.00, real=1.36 secs] 
3781.487: [GC[YG occupancy: 236742 K (440896 K)]3781.487: [Rescan (parallel) , 0.0843340 secs]3781.571: [weak refs processing, 0.0012510 secs]3781.572: [class unloading, 0.0420410 secs]3781.615: [scrub symbol & string tables, 0.0197900 secs] [1 CMS-remark: 4976226K(7898752K)] 5212968K(8339648K), 0.1569620 secs] [Times: user=1.94 sys=0.02, real=0.16 secs] 
3781.644: [CMS-concurrent-sweep-start]
3785.512: [GC 3785.512: [ParNew: 423687K->36788K(440896K), 0.0531850 secs] 5162545K->4780832K(8339648K), 0.0534500 secs] [Times: user=0.92 sys=0.00, real=0.05 secs] 
3786.867: [GC 3786.867: [ParNew: 428724K->37467K(440896K), 0.0415350 secs] 5172224K->4786158K(8339648K), 0.0417670 secs] [Times: user=0.72 sys=0.01, real=0.05 secs] 
3788.070: [CMS-concurrent-sweep: 6.327/6.426 secs] [Times: user=24.27 sys=0.04, real=6.43 secs] 
3788.070: [CMS-concurrent-reset-start]
3788.114: [CMS-concurrent-reset: 0.044/0.044 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
3790.116: [GC [1 CMS-initial-mark: 4747297K(7898752K)] 5084914K(8339648K), 1.0248900 secs] [Times: user=1.03 sys=0.00, real=1.03 secs] 
3791.141: [CMS-concurrent-mark-start]
3791.503: [GC 3791.503: [ParNew: 429403K->38079K(440896K), 0.0474370 secs] 5176700K->4788701K(8339648K), 0.0476730 secs] [Times: user=0.92 sys=0.00, real=0.05 secs] 
3792.889: [GC 3792.889: [ParNew: 430015K->37815K(440896K), 0.0709880 secs] 5180637K->4797764K(8339648K), 0.0712160 secs] [Times: user=0.74 sys=0.00, real=0.07 secs] 
3794.622: [CMS-concurrent-mark: 3.359/3.481 secs] [Times: user=35.76 sys=0.06, real=3.48 secs] 
3794.622: [CMS-concurrent-preclean-start]
3795.069: [CMS-concurrent-preclean: 0.430/0.447 secs] [Times: user=0.46 sys=0.00, real=0.45 secs] 
3795.069: [CMS-concurrent-abortable-preclean-start]
3795.830: [GC 3795.830: [ParNew: 429751K->29203K(440896K), 0.0362660 secs] 5189700K->4795036K(8339648K), 0.0364910 secs] [Times: user=0.45 sys=0.01, real=0.03 secs] 
3796.504: [CMS-concurrent-abortable-preclean: 1.283/1.435 secs] [Times: user=9.87 sys=0.03, real=1.43 secs] 
3796.505: [GC[YG occupancy: 241130 K (440896 K)]3796.505: [Rescan (parallel) , 0.0607010 secs]3796.566: [weak refs processing, 0.0012780 secs]3796.567: [class unloading, 0.0198030 secs]3796.587: [scrub symbol & string tables, 0.0198070 secs] [1 CMS-remark: 4765832K(7898752K)] 5006963K(8339648K), 0.1112990 secs] [Times: user=1.37 sys=0.00, real=0.11 secs] 
3796.616: [CMS-concurrent-sweep-start]
3800.266: [GC 3800.266: [ParNew: 421139K->33941K(440896K), 0.0420360 secs] 5185350K->4802674K(8339648K), 0.0422980 secs] [Times: user=0.69 sys=0.00, real=0.05 secs] 
3801.665: [GC 3801.665: [ParNew: 425877K->30623K(440896K), 0.0484660 secs] 5194418K->4807007K(8339648K), 0.0486870 secs] [Times: user=0.88 sys=0.00, real=0.05 secs] 
3802.503: [CMS-concurrent-sweep: 5.793/5.887 secs] [Times: user=23.87 sys=0.02, real=5.89 secs] 
3802.504: [CMS-concurrent-reset-start]
3802.547: [CMS-concurrent-reset: 0.044/0.044 secs] [Times: user=0.10 sys=0.00, real=0.04 secs] 
3804.549: [GC [1 CMS-initial-mark: 4776323K(7898752K)] 5072021K(8339648K), 0.9287690 secs] [Times: user=0.93 sys=0.00, real=0.93 secs] 
3805.478: [CMS-concurrent-mark-start]
3805.969: [GC 3805.969: [ParNew: 422559K->26769K(440896K), 0.0363220 secs] 5198883K->4806022K(8339648K), 0.0365500 secs] [Times: user=0.47 sys=0.00, real=0.03 secs] 
3807.322: [GC 3807.322: [ParNew: 418705K->29629K(440896K), 0.0317060 secs] 5197958K->4814032K(8339648K), 0.0319330 secs] [Times: user=0.47 sys=0.00, real=0.03 secs] 
3808.700: [CMS-concurrent-mark: 3.150/3.222 secs] [Times: user=34.88 sys=0.10, real=3.22 secs] 
3808.700: [CMS-concurrent-preclean-start]
3808.912: [CMS-concurrent-preclean: 0.203/0.212 secs] [Times: user=0.21 sys=0.00, real=0.21 secs] 
3808.913: [CMS-concurrent-abortable-preclean-start]
3811.088: [GC 3811.088: [ParNew: 421565K->32899K(440896K), 0.0435210 secs] 5205968K->4822564K(8339648K), 0.0437820 secs] [Times: user=0.78 sys=0.01, real=0.04 secs] 
3811.873: [CMS-concurrent-abortable-preclean: 2.200/2.961 secs] [Times: user=11.35 sys=0.02, real=2.96 secs] 
3811.875: [GC[YG occupancy: 229612 K (440896 K)]3811.875: [Rescan (parallel) , 0.0632730 secs]3811.938: [weak refs processing, 0.0012900 secs]3811.940: [class unloading, 0.0198200 secs]3811.959: [scrub symbol & string tables, 0.0198260 secs] [1 CMS-remark: 4789665K(7898752K)] 5019277K(8339648K), 0.1139310 secs] [Times: user=1.36 sys=0.00, real=0.12 secs] 
3811.989: [CMS-concurrent-sweep-start]
3815.846: [GC 3815.846: [ParNew: 424835K->39718K(440896K), 0.0461430 secs] 5213441K->4831258K(8339648K), 0.0464060 secs] [Times: user=0.92 sys=0.00, real=0.05 secs] 
3817.230: [GC 3817.230: [ParNew: 431654K->35854K(440896K), 0.0408990 secs] 5223194K->4834747K(8339648K), 0.0411220 secs] [Times: user=0.66 sys=0.00, real=0.04 secs] 
3817.805: [CMS-concurrent-sweep: 5.724/5.816 secs] [Times: user=22.38 sys=0.05, real=5.81 secs] 
3817.805: [CMS-concurrent-reset-start]
3817.849: [CMS-concurrent-reset: 0.044/0.044 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
3819.850: [GC [1 CMS-initial-mark: 4798784K(7898752K)] 5093830K(8339648K), 1.0059250 secs] [Times: user=1.00 sys=0.00, real=1.00 secs] 
3820.857: [CMS-concurrent-mark-start]
3821.377: [GC 3821.377: [ParNew: 427790K->38237K(440896K), 0.0377050 secs] 5226575K->4839876K(8339648K), 0.0379340 secs] [Times: user=0.67 sys=0.01, real=0.04 secs] 
3822.824: [GC 3822.824: [ParNew: 430173K->39165K(440896K), 0.0400240 secs] 5231812K->4848467K(8339648K), 0.0402530 secs] [Times: user=0.69 sys=0.01, real=0.04 secs] 
3824.331: [CMS-concurrent-mark: 3.392/3.474 secs] [Times: user=37.45 sys=0.08, real=3.48 secs] 
3824.331: [CMS-concurrent-preclean-start]
3824.505: [CMS-concurrent-preclean: 0.168/0.175 secs] [Times: user=0.18 sys=0.00, real=0.17 secs] 
3824.505: [CMS-concurrent-abortable-preclean-start]
3826.566: [GC 3826.567: [ParNew: 431101K->28056K(440896K), 0.0619170 secs] 5240403K->4844946K(8339648K), 0.0621740 secs] [Times: user=1.11 sys=0.01, real=0.07 secs] 
3827.347: [CMS-concurrent-abortable-preclean: 2.266/2.842 secs] [Times: user=11.87 sys=0.04, real=2.84 secs] 
3827.349: [GC[YG occupancy: 224456 K (440896 K)]3827.349: [Rescan (parallel) , 0.0798670 secs]3827.429: [weak refs processing, 0.0013190 secs]3827.430: [class unloading, 0.0194840 secs]3827.450: [scrub symbol & string tables, 0.0197870 secs] [1 CMS-remark: 4816889K(7898752K)] 5041345K(8339648K), 0.1299010 secs] [Times: user=1.65 sys=0.01, real=0.13 secs] 
3827.479: [CMS-concurrent-sweep-start]
3828.147: [GC 3828.147: [ParNew: 419992K->28841K(440896K), 0.0302320 secs] 5236555K->4848327K(8339648K), 0.0304470 secs] [Times: user=0.64 sys=0.01, real=0.04 secs] 
3831.833: [GC 3831.834: [ParNew: 420777K->30009K(440896K), 0.0378150 secs] 5239652K->4856759K(8339648K), 0.0380420 secs] [Times: user=0.67 sys=0.02, real=0.04 secs] 
3833.411: [CMS-concurrent-sweep: 5.859/5.932 secs] [Times: user=25.16 sys=0.04, real=5.93 secs] 
3833.411: [CMS-concurrent-reset-start]
3833.454: [CMS-concurrent-reset: 0.043/0.044 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
3835.456: [GC [1 CMS-initial-mark: 4826603K(7898752K)] 5170824K(8339648K), 1.1005090 secs] [Times: user=1.10 sys=0.00, real=1.10 secs] 
3836.557: [CMS-concurrent-mark-start]
3836.828: [GC 3836.828: [ParNew: 421945K->34477K(440896K), 0.0398540 secs] 5248548K->4864118K(8339648K), 0.0461550 secs] [Times: user=0.69 sys=0.00, real=0.04 secs] 
3838.195: [GC 3838.196: [ParNew: 426413K->36044K(440896K), 0.0328230 secs] 5256054K->4870840K(8339648K), 0.0330530 secs] [Times: user=0.67 sys=0.01, real=0.04 secs] 
3839.681: [CMS-concurrent-mark: 3.041/3.124 secs] [Times: user=33.32 sys=0.07, real=3.13 secs] 
3839.681: [CMS-concurrent-preclean-start]
3839.847: [CMS-concurrent-preclean: 0.160/0.166 secs] [Times: user=0.16 sys=0.00, real=0.16 secs] 
3839.847: [CMS-concurrent-abortable-preclean-start]
3842.087: [GC 3842.087: [ParNew: 427980K->31093K(440896K), 0.0385680 secs] 5262776K->4868736K(8339648K), 0.0613010 secs] [Times: user=0.70 sys=0.00, real=0.07 secs] 
3842.895: [CMS-concurrent-abortable-preclean: 2.372/3.048 secs] [Times: user=10.78 sys=0.01, real=3.05 secs] 
3842.897: [GC[YG occupancy: 232800 K (440896 K)]3842.897: [Rescan (parallel) , 0.1185880 secs]3843.016: [weak refs processing, 0.0017200 secs]3843.017: [class unloading, 0.0264630 secs]3843.044: [scrub symbol & string tables, 0.0248080 secs] [1 CMS-remark: 4837642K(7898752K)] 5070443K(8339648K), 0.1857720 secs] [Times: user=2.73 sys=0.01, real=0.19 secs] 
3843.083: [CMS-concurrent-sweep-start]
3843.746: [GC 3843.746: [ParNew: 423029K->34423K(440896K), 0.0420030 secs] 5260460K->4879523K(8339648K), 0.0422500 secs] [Times: user=0.60 sys=0.01, real=0.05 secs] 
3847.285: [GC 3847.285: [ParNew: 426359K->28770K(440896K), 0.0357520 secs] 5270495K->4880630K(8339648K), 0.0359990 secs] [Times: user=0.56 sys=0.00, real=0.04 secs] 
3848.430: [GC 3848.430: [ParNew: 420706K->28135K(440896K), 0.0284820 secs] 5272566K->4882429K(8339648K), 0.0287020 secs] [Times: user=0.45 sys=0.00, real=0.03 secs] 
3849.063: [CMS-concurrent-sweep: 5.868/5.980 secs] [Times: user=29.23 sys=0.04, real=5.98 secs] 
3849.063: [CMS-concurrent-reset-start]
3849.107: [CMS-concurrent-reset: 0.044/0.044 secs] [Times: user=0.28 sys=0.00, real=0.04 secs] 
3849.619: [GC 3849.619: [ParNew: 420071K->25342K(440896K), 0.0371210 secs] 5274282K->4885529K(8339648K), 0.0373370 secs] [Times: user=0.45 sys=0.00, real=0.03 secs] 
3849.657: [GC [1 CMS-initial-mark: 4860187K(7898752K)] 4887702K(8339648K), 0.0460030 secs] [Times: user=0.05 sys=0.00, real=0.05 secs] 
3849.703: [CMS-concurrent-mark-start]
3852.744: [CMS-concurrent-mark: 3.041/3.041 secs] [Times: user=22.45 sys=0.08, real=3.04 secs] 
3852.744: [CMS-concurrent-preclean-start]
3852.808: [CMS-concurrent-preclean: 0.062/0.064 secs] [Times: user=0.07 sys=0.00, real=0.07 secs] 
3852.808: [CMS-concurrent-abortable-preclean-start]
3856.958: [GC 3856.959: [ParNew: 417278K->27763K(440896K), 0.0425270 secs] 5277465K->4893159K(8339648K), 0.0427960 secs] [Times: user=0.72 sys=0.00, real=0.04 secs] 
3857.724: [CMS-concurrent-abortable-preclean: 2.953/4.915 secs] [Times: user=10.62 sys=0.02, real=4.91 secs] 
3857.725: [GC[YG occupancy: 226805 K (440896 K)]3857.725: [Rescan (parallel) , 0.0660850 secs]3857.792: [weak refs processing, 0.0016730 secs]3857.793: [class unloading, 0.0263250 secs]3857.820: [scrub symbol & string tables, 0.0249130 secs] [1 CMS-remark: 4865396K(7898752K)] 5092201K(8339648K), 0.1332760 secs] [Times: user=1.53 sys=0.00, real=0.14 secs] 
3857.859: [CMS-concurrent-sweep-start]
3858.445: [GC 3858.445: [ParNew: 419699K->31111K(440896K), 0.0413590 secs] 5284813K->4901301K(8339648K), 0.0416160 secs] [Times: user=0.69 sys=0.00, real=0.04 secs] 
3862.244: [GC 3862.244: [ParNew: 423047K->36023K(440896K), 0.0365740 secs] 5292586K->4908534K(8339648K), 0.0635490 secs] [Times: user=0.70 sys=0.00, real=0.07 secs] 
3863.423: [GC 3863.423: [ParNew: 427959K->38156K(440896K), 0.0268520 secs] 5300313K->4910967K(8339648K), 0.0270710 secs] [Times: user=0.46 sys=0.00, real=0.03 secs] 
3864.128: [CMS-concurrent-sweep: 6.131/6.269 secs] [Times: user=29.66 sys=0.04, real=6.27 secs] 
3864.128: [CMS-concurrent-reset-start]
3864.174: [CMS-concurrent-reset: 0.046/0.046 secs] [Times: user=0.13 sys=0.00, real=0.04 secs] 
3866.175: [GC [1 CMS-initial-mark: 4872777K(7898752K)] 5165418K(8339648K), 1.0711590 secs] [Times: user=1.07 sys=0.00, real=1.07 secs] 
3867.247: [CMS-concurrent-mark-start]
3867.732: [GC 3867.733: [ParNew: 430092K->39070K(440896K), 0.0578330 secs] 5302869K->4924263K(8339648K), 0.0580760 secs] [Times: user=0.77 sys=0.02, real=0.06 secs] 
3870.485: [CMS-concurrent-mark: 3.179/3.239 secs] [Times: user=28.80 sys=0.09, real=3.24 secs] 
3870.485: [CMS-concurrent-preclean-start]
3870.667: [CMS-concurrent-preclean: 0.174/0.181 secs] [Times: user=0.18 sys=0.00, real=0.18 secs] 
3870.667: [CMS-concurrent-abortable-preclean-start]
3872.545: [GC 3872.545: [ParNew: 431006K->34294K(440896K), 0.0427400 secs] 5316199K->4922363K(8339648K), 0.0616060 secs] [Times: user=0.75 sys=0.01, real=0.06 secs] 
3873.427: [CMS-concurrent-abortable-preclean: 1.983/2.760 secs] [Times: user=9.57 sys=0.02, real=2.76 secs] 
3873.428: [GC[YG occupancy: 251216 K (440896 K)]3873.429: [Rescan (parallel) , 0.1252360 secs]3873.554: [weak refs processing, 0.0015500 secs]3873.555: [class unloading, 0.0197980 secs]3873.575: [scrub symbol & string tables, 0.0195100 secs] [1 CMS-remark: 4888069K(7898752K)] 5139286K(8339648K), 0.1756980 secs] [Times: user=2.70 sys=0.01, real=0.17 secs] 
3873.605: [CMS-concurrent-sweep-start]
